"","agency_cd","site_no","station_nm","site_tp_cd","dec_lat_va","dec_long_va","coord_acy_cd","dec_coord_datum_cd","alt_va","alt_acy_va","alt_datum_cd","huc_cd","data_type_cd","parm_cd","stat_cd","ts_id","loc_web_ds","medium_grp_cd","parm_grp_cd","srs_id","access_cd","begin_date","end_date","count_nu","x"
"821","USGS","09429030","PALO VERDE DRAIN NEAR PARKER, AZ","ST","33.75697","-114.49746","T","NAD83",NA,NA,NA,"15030104","dv","00060","00003","  5417",NA,"wat",NA," 1645423","0","1979-10-01","2021-10-21","15362","09429030"
"822","USGS","09429490","COLORADO RIVER ABOVE IMPERIAL DAM, AZ-CA","ST","32.88494","-114.46811","5","NAD83",NA,NA,NA,"15030104","dv","00010","00003","166823",NA,"wat",NA," 1645597","0","1973-10-16","2021-10-21"," 6057","09429490"
"823","USGS","09430010","WEST FORK GILA RIVER AT GILA CLIFF DWELLINGS, NM","ST","33.22919","-108.26525","1","NAD83"," 5697","4.3","NAVD88","15040001","dv","00060","00003","217775",NA,"wat",NA," 1645423","0","2016-10-19","2021-10-21"," 1806","09430010"
"824","USGS","09430500","GILA RIVER NEAR GILA, NM","ST","33.06150","-108.53739","S","NAD83"," 4654.80","10","NGVD29","15040001","dv","00060","00003","100172",NA,"wat",NA," 1645423","0","1927-12-01","2021-10-21","34292","09430500"
"825","USGS","09430600","MOGOLLON CREEK NEAR CLIFF, NM","ST","33.16667","-108.64972","U","NAD83","5440"," 20","NGVD29","15040001","dv","00060","00003","100175",NA,"wat",NA," 1645423","0","1967-02-21","2021-10-21","19964","09430600"
"826","USGS","09431500","GILA RIVER NEAR REDROCK, NM","ST","32.72694","-108.67556","U","NAD83","4090","10","NGVD29","15040002","dv","00060","00003","100180",NA,"wat",NA," 1645423","0","1930-10-01","2021-10-21","30677","09431500"
"827","USGS","09442000","GILA RIVER NEAR CLIFTON, AZ","ST","32.96528","-109.30861","S","NAD83"," 3336.38"," 20","NGVD29","15040002","dv","00060","00003","  5444",NA,"wat",NA," 1645423","0","1910-11-01","2021-10-21","33897","09442000"
"828","USGS","09442681","SAN FRANCISCO RIVER AT RESERVE, NM","ST","33.71711","-108.75722","B","NAD83"," 5756.37",".15","NAVD88","15040004","dv","00060","00003","233909",NA,"wat",NA," 1645423","0","2018-10-23","2021-10-21"," 1066","09442681"
"829","USGS","09444000","SAN FRANCISCO RIVER NEAR GLENWOOD, NM","ST","33.24717","-108.88000","S","NAD83","4560"," 20","NGVD29","15040004","dv","00060","00003","100207",NA,"wat",NA," 1645423","0","1927-10-01","2021-10-21","34353","09444000"
"830","USGS","09444200","BLUE RIVER NEAR CLIFTON, AZ.","ST","33.29089","-109.19618","T","NAD83"," 4160."," 20","NGVD29","15040004","dv","00060","00003","  5450",NA,"wat",NA," 1645423","0","1967-11-07","2021-10-21","13134","09444200"
"831","USGS","09444500","SAN FRANCISCO RIVER AT CLIFTON, AZ.","ST","33.04951","-109.29590","T","NAD83"," 3436.16"," 20","NGVD29","15040004","dv","00060","00003","  5452",NA,"wat",NA," 1645423","0","1910-10-23","2021-10-21","35958","09444500"
"832","USGS","09446320","EAGLE CREEK AT EAGLE SCHOOL RD, NEAR MORENCI, AZ","ST","33.35906","-109.49153","5","NAD83"," 4874","4.3","NAVD88","15040005","dv","00060","00003","233828",NA,"wat",NA," 1645423","0","2018-06-07","2021-10-21"," 1233","09446320"
"833","USGS","09446500","EAGLE CREEK NR DOUBLE CIRCLE RANCH, NR MORENCI, AZ","ST","33.30006","-109.49230","T","NAD83"," 4704."," 4.","NAVD88","15040005","dv","00060","00003","  5456","[(2)]","wat",NA," 1645423","0","1944-08-26","1967-09-29"," 8435","09446500"
"834","USGS","09447000","EAGLE CREEK ABOVE PUMPING PLANT, NEAR MORENCI, AZ.","ST","33.06451","-109.44230","T","NAD83"," 3673.5","  1","NGVD29","15040005","dv","00060","00003","  5458",NA,"wat",NA," 1645423","0","1944-04-01","2021-10-21","28328","09447000"
"835","USGS","09466500","GILA RIVER AT CALVA, AZ.","ST","33.18561","-110.22009","T","NAD83"," 2517.29"," 10","NGVD29","15040005","dv","00060","00003","  5488",NA,"wat",NA," 1645423","0","1929-10-01","2021-10-21","33606","09466500"
"836","USGS","09469500","GILA RIVER BELOW COOLIDGE DAM, AZ.","ST","33.16951","-110.53121","T","NAD83"," 2309.33"," 20","NGVD29","15050100","dv","00060","00003","  5498",NA,"wat",NA," 1645423","0","1899-07-11","2021-10-21","40962","09469500"
"837","USGS","09470920","SAN PEDRO AT LEWIS SPRINGS","ST","31.55444","-110.14000","S","NAD83"," 5500."," 20","NAVD88","15050202","dv","00065","00003","  5508","DCP","wat",NA,"17164583","0","2004-09-30","2021-10-21"," 5925","09470920"
"838","USGS","09471000","SAN PEDRO RIVER AT CHARLESTON, AZ.","ST","31.62593","-110.17452","T","NAD83"," 3954.01"," 20","NGVD29","15050202","dv","00010","00003","  5509",NA,"wat",NA," 1645597","0","2012-02-09","2021-10-21"," 3121","09471000"
"839","USGS","09471380","UPPER BABOCOMARI RIVER NEAR HUACHUCA CITY, AZ","ST","31.63500","-110.42472","S","NAD83"," 5500"," 20","NAVD88","15050202","dv","00060","00003","  5517",NA,"wat",NA," 1645423","0","2000-07-09","2021-10-21"," 7775","09471380"
"840","USGS","09471400","BABOCOMARI RIVER NEAR TOMBSTONE, AZ.","ST","31.70028","-110.22639","S","NAD83"," 3980."," 12","NAVD88","15050202","dv","00060","00003","  5518",NA,"wat",NA," 1645423","0","2000-03-18","2021-10-21"," 7887","09471400"
"841","USGS","09471580","SAN PEDRO RIVER AT ST DAVID, AZ","ST","31.90531","-110.24606","5","NAD83"," 3582","4.3","NAVD88","15050202","dv","00060","00003","233827",NA,"wat",NA," 1645423","0","2018-05-31","2021-10-21"," 1239","09471580"
"842","USGS","09472050","SAN PEDRO R AT REDINGTON BRIDGE NR REDINGTON, AZ","ST","32.44618","-110.48842","S","NAD83"," 2820."," 10","NGVD29","15050203","dv","00060","00003","  5529",NA,"wat",NA," 1645423","0","2015-09-30","2021-10-21"," 2213","09472050"
"843","USGS","09475500","FLORENCE-CASA GRANDE CANAL, NEAR FLORENCE, AZ.","ST-CA","33.08756","-111.28679","T","NAD83"," 1557.98"," 20","NGVD29","15050100","dv","00060","00003","  5546",NA,"wat",NA," 1645423","0","1984-09-05","2021-10-21","13561","09475500"
"844","USGS","09480000","SANTA CRUZ RIVER NEAR LOCHIEL, AZ","ST","31.35538","-110.58953","T","NAD83"," 4620."," 10","NGVD29","15050301","dv","00060","00003","  5561",NA,"wat",NA," 1645423","0","1949-01-01","2021-10-21","24858","09480000"
"845","USGS","09480500","SANTA CRUZ RIVER NEAR NOGALES, AZ.","ST","31.34454","-110.85147","T","NAD83"," 3702.54"," 20","NGVD29","15050301","dv","00060","00003","295822",NA,"wat",NA," 1645423","0","1913-01-01","2021-10-21","35660","09480500"
"846","USGS","09481000","NOGALES WASH AT NOGALES, AZ","ST","31.34327","-110.93167","1","NAD83"," 3763"," 10","NGVD29","15050301","dv","00060","00003","  5563",NA,"wat",NA," 1645423","0","1932-04-01","2021-10-21"," 4905","09481000"
"847","USGS","09482000","SANTA CRUZ RIVER AT CONTINENTAL, AZ","ST","31.87147","-110.98009","T","NAD83"," 2819.82"," 20","NGVD29","15050301","dv","00060","00003","  5567",NA,"wat",NA," 1645423","0","1940-05-01","2021-10-21","25376","09482000"
"848","USGS","09484000","SABINO CREEK NEAR TUCSON, AZ","ST","32.31472","-110.81092","S","NAD83"," 2720."," 20","NGVD29","15050302","dv","00060","00003","  5585",NA,"wat",NA," 1645423","0","1932-06-27","2021-10-21","27867","09484000"
"849","USGS","09484500","TANQUE VERDE CREEK AT TUCSON, AZ.","ST","32.26535","-110.84120","S","NAD83"," 2470"," 10","NGVD29","15050302","dv","00060","00003","  5587",NA,"wat",NA," 1645423","0","1940-06-01","2021-10-21","14365","09484500"
"850","USGS","09484550","CIENEGA CREEK NEAR SONOITA, AZ.","ST","31.86556","-110.57000","S","NAD83"," 4180."," 20","NAVD88","15050302","dv","00060","00003","  5589",NA,"wat",NA," 1645423","0","2001-08-18","2021-10-21"," 7370","09484550"
"851","USGS","09484600","PANTANO WASH NEAR VAIL, AZ.","ST","32.03591","-110.67758","T","NAD83"," 3205."," 20","NGVD29","15050302","dv","00060","00003","  5593",NA,"wat",NA," 1645423","0","1959-01-01","2021-10-21","17460","09484600"
"852","USGS","09485000","RINCON CREEK NEAR TUCSON, AZ.","ST","32.12952","-110.62591","T","NAD83"," 3120."," 20","NGVD29","15050302","dv","00060","00003","  5594",NA,"wat",NA," 1645423","0","1952-10-01","2021-10-21","20086","09485000"
"853","USGS","09485450","PANTANO WASH AT BROADWAY BLVD. AT TUCSON, AZ.","ST","32.22063","-110.82953","S","NAD83"," 2568.83"," .1","NGVD29","15050302","dv","00060","00003","  5596",NA,"wat",NA," 1645423","0","1998-07-18","2021-10-13"," 8124","09485450"
"854","USGS","09486055","RILLITO CREEK AT LA CHOLLA BLVD NEAR TUCSON, AZ.","ST","32.30341","-111.01204","S","NAD83"," 2260"," 10","NGVD29","15050301","dv","00060","00003","  5606",NA,"wat",NA," 1645423","0","1990-07-07","2021-10-13"," 9575","09486055"
"855","USGS","09487000","BRAWLEY WASH NEAR THREE POINTS, AZ.","ST","32.07563","-111.33872","T","NAD83"," 2540."," 20","NGVD29","15050302","dv","00060","00003","  5619",NA,"wat",NA," 1645423","0","1990-12-14","2021-10-21","10759","09487000"
"856","USGS","09489000","SANTA CRUZ RIVER NEAR LAVEEN, AZ.","ST","33.23227","-112.16959","T","NAD83"," 1020.86"," 20","NGVD29","15050303","dv","00060","00003","295826",NA,"wat",NA," 1645423","0","1940-01-01","2021-10-21","29447","09489000"
"857","USGS","09497700","CIBECUE CREEK NEAR OVERGAARD, AZ","ST","34.15722","-110.51111","S","NAD83"," 7200"," 20","NAVD88","15060104","dv","00060","00003","  5659",NA,"wat",NA," 1645423","0","2002-07-05","2021-10-21"," 2016","09497700"
"858","USGS","09498400","PINAL CREEK AT INSPIRATION DAM, NR GLOBE, AZ.","ST","33.57311","-110.90123","T","NAD83"," 2740."," 20","NGVD29","15060103","dv","00060","00003","  5664",NA,"wat",NA," 1645423","0","1980-07-24","2021-10-21","15065","09498400"
"859","USGS","09499000","TONTO CREEK ABOVE GUN CREEK, NEAR ROOSEVELT, AZ","ST","33.98004","-111.30347","T","NAD83"," 2523.14"," 20","NGVD29","15060105","dv","00060","00003","  5672",NA,"wat",NA," 1645423","0","1940-12-21","2021-10-21","29525","09499000"
"860","USGS","09502000","SALT RIVER BLW STEWART MOUNTAIN DAM, AZ.","ST","33.55282","-111.57652","T","NAD83"," 1370."," 20","NGVD29","15060106","dv","00060","00003","  5675",NA,"wat",NA," 1645423","0","1934-10-01","2021-10-21","30337","09502000"
"861","USGS","09502800","WILLIAMSON VALLEY WASH NEAR PAULDEN, AZ","ST","34.86669","-112.61323","T","NAD83"," 4455."," 20","NGVD29","15060201","dv","00060","00003","  5678",NA,"wat",NA," 1645423","0","1965-03-26","2021-10-21","14878","09502800"
"862","USGS","09503300","GRANITE CREEK BELOW WATSON LAKE NEAR PRESCOTT, AZ","ST","34.61361","-112.41722","S","NAD83"," 5020.","  1","NAVD88","15060202","dv","00060","00003","  5682",NA,"wat",NA," 1645423","0","1999-09-16","2021-10-21"," 8072","09503300"
"863","USGS","09503700","VERDE RIVER NEAR PAULDEN, AZ","ST","34.89502","-112.34295","T","NAD83"," 4117."," 20","NGVD29","15060202","dv","00060","00003","  5684",NA,"wat",NA," 1645423","0","1963-07-17","2021-10-21","21282","09503700"
"864","USGS","09504000","VERDE RIVER NEAR CLARKDALE, AZ","ST","34.85224","-112.06599","1","NAD83"," 3500."," 10","NGVD29","15060202","dv","00060","00003","  5687",NA,"wat",NA," 1645423","0","1915-06-18","2021-10-21","22673","09504000"
"865","USGS","09504500","OAK CREEK NEAR CORNVILLE, AZ","ST","34.76446","-111.89099","T","NAD83"," 3470."," 20","NGVD29","15060202","dv","00060","00003","  5691",NA,"wat",NA," 1645423","0","1940-07-01","2021-10-21","28914","09504500"
"866","USGS","09504950","VERDE RIVER ABOVE CAMP VERDE, AZ","ST","34.61170","-111.89843","1","NAD83"," 3122"," 10","NAVD88","15060202","dv","00060","00003","233884",NA,"wat",NA," 1645423","0","2018-05-25","2021-10-21"," 1246","09504950"
"867","USGS","09506000","VERDE RIVER NEAR CAMP VERDE, AZ","ST","34.44836","-111.78987","S","NAD83"," 2874.10","  1","NGVD29","15060203","dv","00060","00003","  5707",NA,"wat",NA," 1645423","0","1934-04-01","2021-10-21","16274","09506000"
"868","USGS","09508300","WET BOTTOM CREEK NEAR CHILDS, AZ","ST","34.16087","-111.69292","T","NAD83"," 2320"," 10","NGVD29","15060203","dv","00010","00003","166701",NA,"wat",NA," 1645597","0","2012-02-01","2016-01-25","  880","09508300"
"869","USGS","09508500","VERDE RVR BLW TANGLE CREEK, ABV HORSESHOE DAM, AZ","ST","34.07309","-111.71626","T","NAD83"," 2029."," 20","NGVD29","15060203","dv","00060","00003","  5720",NA,"wat",NA," 1645423","0","1945-08-22","2021-10-21","20877","09508500"
"870","USGS","09511300","VERDE RIVER NEAR SCOTTSDALE, AZ","ST","33.55866","-111.66930","T","NAD83"," 1320.31"," 20","NGVD29","15060203","dv","00060","00003","  5733",NA,"wat",NA," 1645423","0","1961-02-13","2021-10-21","21436","09511300"
"871","USGS","09512280","CAVE CREEK BLW COTTONWOOD CR NEAR CAVE CREEK, AZ.","ST","33.88726","-111.95404","T","NAD83"," 2280"," 20","NGVD29","15060106","dv","00060","00003","  5747",NA,"wat",NA," 1645423","0","1980-10-01","2021-10-21","14996","09512280"
"872","USGS","09512450","AGUA FRIA RIVER NEAR HUMBOLDT, AZ","ST","34.48528","-112.23750","T","NAD83"," 4400."," 20","NAVD88","15070102","dv","00060","00003","  5754",NA,"wat",NA," 1645423","0","2000-01-07","2021-10-21"," 7958","09512450"
"873","USGS","09514100","GILA RIVER AT ESTRELLA PARKWAY, NEAR GOODYEAR, AZ","ST","33.38754","-112.39238","F","NAD83"," 883","  5","NGVD29","15070101","dv","00060","00003","  5783",NA,"wat",NA," 1645423","0","1992-10-01","2021-10-21","10613","09514100"
"874","USGS","09517000","HASSAYAMPA RIVER NEAR ARLINGTON, AZ","ST","33.34726","-112.72573","T","NAD83"," 822.68"," 20","NGVD29","15070103","dv","00060","00003","  5789",NA,"wat",NA," 1645423","0","1959-11-01","2021-10-21","11421","09517000"
"875","USGS","09517490","CENTENNIAL WASH AT SOUTHERN PACIFIC RAILROAD BRDG","ST","33.31032","-112.88184","S","NAD83"," 841.06"," 10","NGVD29","15070104","dv","00060","00003","  5792",NA,"wat",NA," 1645423","0","1978-08-28","2021-10-21","12968","09517490"
"876","USGS","09519000","ENTERPRISE CANAL AT GILLESPIE DAM, AZ","ST-CA","33.22921","-112.77156","T","NAD83",NA,NA,NA,"15070101","dv","00060","00003","  5796",NA,"wat",NA," 1645423","0","1974-03-12","2021-10-21","17026","09519000"
"877","USGS","09522005","COLORADO RIVER BELOW COOPER WASTEWAY NEAR YUMA, AZ","ST","32.71222","-114.72222","S","NAD83",NA,NA,NA,"15030108","dv","00010","00003","166828",NA,"wat",NA," 1645597","0","2017-01-23","2021-10-21"," 1727","09522005"
"878","USGS","09522400","MITTRY LAKE DIVERSION AT IMPERIAL DAM, AZ","FA-DV","32.87949","-114.46106","T","NAD83",NA,NA,NA,"15030107","dv","00060","00003","  5817",NA,"wat",NA," 1645423","0","1976-10-01","2021-10-21","16457","09522400"
"879","USGS","09522600","NORTH GILA MAIN CANAL NEAR YUMA, AZ","ST-CA","32.80310","-114.49523","T","NAD83",NA,NA,NA,"15030107","dv","00060","00003","  5819",NA,"wat",NA," 1645423","0","1966-10-01","2021-10-21","20110","09522600"
"880","USGS","09522650","NORTH GILA MAIN CANAL NO. 2 NEAR YUMA, AZ","ST-CA","32.75255","-114.49356","T","NAD83",NA,NA,NA,"15030107","dv","00060","00003","  5820",NA,"wat",NA," 1645423","0","1969-07-01","2021-10-21","19106","09522650"
"881","USGS","09522660","GILA MONSTER FARMS TURNOUT NO. 1 NEAR YUMA, AZ","ST","32.74500","-114.47889","S","NAD83"," 165."," 10","NGVD29","15070201","dv","00060","00003","  5821",NA,"wat",NA," 1645423","0","2004-10-01","2021-10-21"," 6230","09522660"
"882","USGS","09522680","GILA MONSTER FARMS TURNOUT NO. 2 NEAR YUMA, AZ","ST","32.74389","-114.46167","S","NAD83"," 169","4.3","NAVD88","15070201","dv","00060","00003","  5822",NA,"wat",NA," 1645423","0","2007-10-01","2021-10-21"," 4040","09522680"
"883","USGS","09522720","YUMA IRRIGATION DISTRICT 16.4 N. LATERAL","FA-DV","32.72116","-114.42734","S","NAD83"," 167"," 10","NGVD29","15070201","dv","00060","00003","  5828",NA,"wat",NA," 1645423","0","2005-10-01","2021-10-21"," 5865","09522720"
"884","USGS","09522800","SOUTH GILA MAIN CANAL NEAR YUMA, AZ","ST-CA","32.69033","-114.47606","T","NAD83"," 165."," 10","NGVD29","15070201","dv","00060","00003","  5834",NA,"wat",NA," 1645423","0","1973-10-01","2021-10-21","17188","09522800"
"885","USGS","09522850","GILA GRAVITY CANAL AT YUMA-MESA PUMPING PLANT, AZ","ST-CA","32.68306","-114.47000","T","NAD83"," 211"," 10","NGVD29","15070201","dv","00060","00003","  5835",NA,"wat",NA," 1645423","0","2005-09-30","2021-10-21"," 5815","09522850"
"886","USGS","09522860","CITY OF YUMA DIVERSION AT AVENUE 9E PUMPING PLANT","ST","32.67889","-114.47861","S","NAD83"," 215.","4.3","NAVD88","15070201","dv","00060","00003","  5836",NA,"wat",NA," 1645423","0","2015-09-30","2021-10-21"," 2206","09522860"
"887","USGS","09522880","MCAS DIVERSION OF B CANAL NEAR YUMA, AZ","ST-CA","32.64889","-114.58222","S","NAD83"," 208.","2.5","NGVD29","15030107","dv","00060","00003","  5837",NA,"wat",NA," 1645423","0","2005-09-30","2021-10-21"," 5866","09522880"
"888","USGS","09522900","UNIT B CANAL NEAR YUMA, AZ","ST-CA","32.61783","-114.62190","T","NAD83",NA,NA,NA,"15030108","dv","00060","00003","  5838",NA,"wat",NA," 1645423","0","2005-09-30","2021-10-21"," 5866","09522900"
"889","USGS","09523000","ALL-AMERICAN CANAL NR IMPERIAL DAM, CA-AZ","ST-CA","32.87143","-114.48050","T","NAD83"," 150."," 20","NGVD29","15030107","dv","00060","00003","  5839",NA,"wat",NA," 1645423","0","1939-10-01","2021-10-21","29972","09523000"
"890","USGS","09523200","RESERVATION MAIN CANAL NEAR YUMA, AZ","ST-CA","32.81810","-114.51467","T","NAD83"," 180."," 10","NGVD29","15030107","dv","00060","00003","210423",NA,"wat",NA," 1645423","0","1974-10-01","2021-10-22","17153","09523200"
"891","USGS","09523400","TITSINK CANAL NEAR YUMA, AZ","ST-CA","32.82449","-114.54189","T","NAD83"," 145.","2.5","NGVD29","15030107","dv","00060","00003","  5843",NA,"wat",NA," 1645423","0","1966-10-01","2021-10-21","19745","09523400"
"892","USGS","09523600","YAQUI CANAL NEAR YUMA, AZ","ST-CA","32.80866","-114.58829","T","NAD83"," 155.","2.5","NGVD29","15030107","dv","00060","00003","  5844",NA,"wat",NA," 1645423","0","1966-10-01","2021-10-21","19380","09523600"
"893","USGS","09523800","PONTIAC CANAL NEAR YUMA, AZ","ST-CA","32.79366","-114.61467","T","NAD83"," 155.","2.5","NGVD29","15030107","dv","00060","00003","  5845",NA,"wat",NA," 1645423","0","1966-10-01","2021-10-21","19745","09523800"
"894","USGS","09524000","YUMA MAIN CANAL AT SIPHON DROP P.P. NR YUMA, AZ","ST-CA","32.77671","-114.63551","T","NAD83"," 155.","2.5","NGVD29","15030107","dv","00060","00003","  5847",NA,"wat",NA," 1645423","0","1938-10-01","2021-10-21","30337","09524000"
"895","USGS","09524700","YUMA MAIN CANAL ABOVE WASTEWAY NR WINTERHAVEN, CA","ST-CA","32.73408","-114.62306","5","NAD83"," 127."," 15","NGVD29","15030107","dv","00060","00003","  5851",NA,"wat",NA," 1645423","0","2015-04-09","2021-10-21"," 2388","09524700"
"896","USGS","09525000","YUMA MAIN CANAL WASTEWAY AT YUMA, AZ","ST-CA","32.73338","-114.62301","T","NAD83"," 122.51"," 20","NGVD29","15030107","dv","00060","00003","210424",NA,"wat",NA," 1645423","0","1930-10-01","2021-10-22","33260","09525000"
"897","USGS","09525500","YUMA MAIN CANAL BLW COLORADO R. SIPHON AT YUMA, AZ","ST-CA","32.73032","-114.61995","T","NAD83"," 100.6"," 20","NGVD29","15030107","dv","00060","00003","  5853",NA,"wat",NA," 1645423","0","1938-10-01","2021-10-21","30337","09525500"
"898","USGS","09526000","DIVERSION FROM YUMA MAIN CANAL FOR YUMA MUNICIPAL","ST-CA","32.72639","-114.61722","S","NAD83"," 134.","2.5","NGVD29","15030107","dv","00060","00003","  5855",NA,"wat",NA," 1645423","0","1983-10-01","2021-10-21"," 5959","09526000"
"899","USGS","09526200","YPSILANTI CANAL NEAR WINTERHAVEN, CA","ST-CA","32.76838","-114.65551","S","NAD83"," 133."," 20","NGVD29","15030107","dv","00060","00003","  5856",NA,"wat",NA," 1645423","0","1995-01-01","2021-10-21"," 9426","09526200"
"900","USGS","09527594","COACHELLA CANAL NEAR NILAND, CA","ST","33.25622","-115.45117","5","NAD83"," 91."," 4.","NAVD88","18100204","dv","00060","00003","  5861",NA,"wat",NA," 1645423","0","2009-10-17","2021-10-21"," 4388","09527594"
"901","USGS","09527597","COACHELLA CANAL NEAR DESERT BEACH, CA","ST","33.53808","-115.91861","S","NAD83"," 70","  5","NGVD29","18100204","dv","00060","00003","  5862",NA,"wat",NA," 1645423","0","2009-10-24","2021-10-21"," 4381","09527597"
"902","USGS","09527660","BROCK RESERVOIR OUTLET NEAR CALEXICO, CA","ST-CA","32.70558","-115.03444","5","NAD83"," 110"," 26","NGVD29","18100204","dv","00060","00003","  5865",NA,"wat",NA," 1645423","0","2013-10-23","2021-10-21"," 2921","09527660"
"903","USGS","09528800","LEVEE CANAL WASTEWAY NEAR YUMA, AZ","ST-CA","32.75866","-114.52467","T","NAD83"," 140.","2.5","NGVD29","15030107","dv","00060","00003","  5871",NA,"wat",NA," 1645423","0","1966-10-01","2021-10-21","20110","09528800"
"904","USGS","09529420","SOUTH GILA TERMINAL CANAL WASTEWAY NR YUMA, AZ","ST-CA","32.69366","-114.58134","T","NAD83"," 150.","2.5","NGVD29","15030107","dv","00060","00003","  5888",NA,"wat",NA," 1645423","0","1966-10-01","2021-10-21","19745","09529420"
"905","USGS","09530000","RESERVATION MAIN DRAIN NO. 4 NEAR YUMA, AZ","ST","32.73727","-114.62190","T","NAD83"," 127.","2.5","NGVD29","15030107","dv","00060","00003","  5895",NA,"wat",NA," 1645423","0","1966-10-01","2021-10-20","19742","09530000"
"906","USGS","09530100","CITY OF YUMA INFLOW TO SEWAGE TREATMENT PLANT","FA-DV","32.72944","-114.66528","S","NAD83"," 124."," 10","NGVD29","15030107","dv","00060","00003","  5896",NA,"wat",NA," 1645423","0","2005-09-30","2021-10-21"," 5866","09530100"
"907","USGS","09530500","DRAIN 8-B NEAR WINTERHAVEN, CA","ST","32.74616","-114.69440","T","NAD83"," 118.","2.5","NGVD29","15030107","dv","00060","00003","  5900",NA,"wat",NA," 1645423","0","1979-10-01","2021-10-21","14997","09530500"
"908","USGS","09534000","YUMA MAIN DRAIN ABOVE ARIZONA-SONORA BOUNDARY","ST","32.48758","-114.78967","S","NAD83"," 88."," 10","NGVD29","15030108","dv","00010","00003","166821",NA,"wat",NA," 1645597","0","2017-01-26","2021-10-21"," 1705","09534000"
"909","USGS","09534550","242 LATERAL ABOVE MAIN DRAIN AT AZ-SONORA BOUNDRY","ST","32.48694","-114.78722","S","NAD83",NA,NA,NA,"15030108","dv","00010","00003","166819",NA,"wat",NA," 1645597","0","2017-01-26","2021-10-21"," 1707","09534550"
"910","USGS","09535900","QUITOBAQUITO SPRING NEAR LUKEVILLE, AZ","SP","31.94368","-113.02017","S","NAD83"," 1073."," 1.","NAVD88","15080102","dv","00060","00003","  5916",NA,"wat",NA," 1645423","0","1981-10-01","2021-10-21"," 4517","09535900"
"911","USGS","09537200","LESLIE CREEK NEAR MCNEAL, AZ.","ST","31.59010","-109.50896","T","NAD83"," 4620."," 20","NGVD29","15080301","dv","00060","00003","  5920",NA,"wat",NA," 1645423","0","1969-10-01","2021-10-21","17277","09537200"
"912","USGS","09537500","WHITEWATER DRAW NEAR DOUGLAS, AZ.","ST","31.35232","-109.58507","T","NAD83"," 3909.14"," 20","NGVD29","15080301","dv","00060","00003","295843",NA,"wat",NA," 1645423","0","1912-07-01","2021-10-21","26134","09537500"
"913","USGS","10010020","GSL BREACH AT LAKESIDE, UT","LK","41.22243","-112.84998","R","NAD83"," 4210"," 10","NGVD29","16020310","dv","00060","00003","143369",NA,"wat",NA," 1645423","0","2008-10-01","2021-10-21"," 4769","10010020"
"914","USGS","10010025","GSL BREACH 6 MILES E OF LAKESIDE, UT; S TO N FLOW","LK","41.22086","-112.76639","5","NAD83"," 4216.93","0.1","NAVD88","16020310","dv","00060","00003","259902",NA,"wat",NA," 1645423","0","2018-10-23","2021-10-22","  930","10010025"
"915","USGS","10010026","GSL BREACH 6 MILES E OF LAKESIDE, UT; N TO S FLOW","LK","41.22086","-112.76639","5","NAD83"," 4216.93","0.1","NAVD88","16020310","dv","00060","00003","259901",NA,"wat",NA," 1645423","0","2018-10-23","2021-10-22","  933","10010026"
"916","USGS","10010100","GREAT SALT LAKE NEAR SALINE, UT","LK","41.25521","-112.49690","S","NAD83"," 4189.8",".10","NGVD29","16020310","dv","62614","00003","178324","elevation","wat",NA," 1642503","0","1966-04-15","2021-10-21","12268","10010100"
"917","USGS","10016900","BEAR RIVER AT EVANSTON, WY","ST","41.26986","-110.96369","S","NAD83"," 6730"," 10","NGVD29","16010101","dv","00060","00003","161862",NA,"wat",NA," 1645423","0","1984-05-14","2021-10-21","10418","10016900"
"918","USGS","10020100","BEAR RIVER ABOVE RESERVOIR, NEAR WOODRUFF, UT","ST","41.43439","-111.01769","S","NAD83"," 6455"," 20","NGVD29","16010101","dv","00060","00003","295847",NA,"wat",NA," 1645423","0","1961-10-01","2021-10-21","21934","10020100"
"919","USGS","10020300","BEAR RIVER BELOW RESERVOIR, NEAR WOODRUFF, UT","ST","41.50550","-111.01463","S","NAD83"," 6400"," 10","NGVD29","16010101","dv","00060","00003","143389",NA,"wat",NA," 1645423","0","1961-10-01","2021-10-21","21934","10020300"
"920","USGS","10032000","SMITHS FORK NEAR BORDER, WY","ST","42.29327","-110.87241","F","NAD83","6705.72",".26","NAVD88","16010102","dv","00060","00003","143395",NA,"wat",NA," 1645423","0","1942-06-01","2021-10-21","28996","10032000"
"921","USGS","10055000","BEAR LAKE AT STATE PARK MARINA NR GARDEN CITY, UT","LK","41.96592","-111.39818","1","NAD83"," 5933.16",".05","NAVD88","16010201","dv","00065","00003","257152","[Elevation, ft (UP&L Co. Datum)]","wat",NA,"17164583","0","1904-11-08","2021-10-21","39146","10055000"
"922","USGS","10068500","BEAR RIVER AT PESCADERO ID","ST","42.40159","-111.35688","F","NAD83","5909.85",".19","NAVD88","16010201","dv","00060","00003","143416",NA,"wat",NA," 1645423","0","1922-01-01","2021-10-20","31089","10068500"
"923","USGS","10092700","BEAR RIVER AT IDAHO-UTAH STATE LINE","ST","42.01298","-111.92134","F","NAD83"," 4420.00"," 20","NGVD29","16010202","dv","00060","00003","143425",NA,"wat",NA," 1645423","0","1970-10-01","2021-10-21","18648","10092700"
