GenusSpecies,Source,habitat,location,commonname,othernames,endemic,AUSnative,USAnative,nonfeed,benthic,surwcol,algphyto,macvascu,detritus,invlvfsh,fshcrcrb,blood,eggs,other,maxtl_cm,matuage,longevity,fecundity,serial,guarder,open substratum spawner,broodhider,livebearers,Pelagophils,euryhaline,Aestivates during drought,mintemp,maxtemp,muck,claysilt,sand,gravel,cobble,boulder,bedrock,vegetat,debrdetr,lwd,pelagic,rivers,sprgsubt,lacustrine,potanadr,slowcurr,modcurr,fastcurr,IUCNstatus,list1,list2,list3,list4,list5,extinct
Craterocephalus eyresii,,freshwater,Australia,Lake Eyre hardyhead,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,,,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Craterocephalus marjoriae,,freshwater,Australia,Marjorie's hardyhead,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8.5,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Craterocephalus randi,https://fishesofaustralia.net.au/,freshwater,Oceania,Kubuna hardyhead,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Crenichthys baileyi,http://www.fishtraits.info/,,North America,White River springfish,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,0.5,NA,50,TRUE,NA,NA,NA,NA,FALSE,FALSE,FALSE,-5.4,31.3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,EN,TRUE,FALSE,FALSE,TRUE,TRUE,O
Crenichthys baileyi grandis,FISHBASE.SE,same as above?,,White River springfish,,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,17,NA,NA,NA,NA,NA,NA,FALSE,FALSE,,,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,EN,TRUE,FALSE,TRUE,TRUE,FALSE,O
Crenichthys nevadae,http://www.fishtraits.info/,freshwater,North America,Railroad Valley springfish,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,6,0.2,1.5,500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-6.5,31.3,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,VU,TRUE,FALSE,FALSE,TRUE,TRUE,O
Ctenopharyngodon idella,http://www.fishtraits.info/,F,FRESHWATER; BRACKISH,grass carp,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,150,2,15,1276000,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,-1,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NE,NA,NA,NA,NA,NA,O
Culaea inconstans,http://www.fishtraits.info/,,North America,brook stickleback,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,8.7,1,2.5,250,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Cyprinella formosa,http://www.fishtraits.info/,freshwater,North America,beautiful shiner,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,1.5,3,273,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,LC,TRUE,FALSE,FALSE,TRUE,FALSE,O
Cyprinella lutrensis,http://www.fishtraits.info/,freshwater,North America,red shiner,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9,1.5,3,1200,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-4.6,33.7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Cyprinella proserpina,http://www.fishtraits.info/,freshwater,North America,proserpine shiner,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7.5,1.5,3,300,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.2,35.2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,TRUE,FALSE,TRUE,FALSE,TRUE,O
Cyprinella rutila,fishbase,freshwater,North America,Mexican red shiner,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,NA,NA,NA,NA
Cyprinella venusta,http://www.fishtraits.info/,freshwater,North America,blacktail shiner,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,19,1,3.5,459,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1.7,33.8,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Cyprinella xanthicara,fishbase,freshwater,North America,Cuatro Cienegas shiner,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,EN,TRUE,FALSE,FALSE,TRUE,TRUE,O
Cyprinodon albivelis,fishbase,freshwater,North America,Whitefin pupfish,,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,DD,NA,NA,NA,NA,NA,NA
Cyprinodon alvarezi,fishbase,freshwater,North America,Potosi pupfish,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,FALSE,TRUE,NA,NA,EW,TRUE,FALSE,FALSE,TRUE,TRUE,O
Cyprinodon arcuatus,fishbase,freshwater,North America,Santa Cruz pupfish,,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,EX,TRUE,FALSE,FALSE,TRUE,TRUE,D2
Cyprinodon bovinus,http://www.fishtraits.info/,freshwater,North America,Leon Springs pupfish,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,0.5,2,1500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.9,33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,VU,TRUE,FALSE,FALSE,TRUE,TRUE,O
Cyprinodon diabolis,http://www.fishtraits.info/,freshwater,North America,Devils Hole pupfish,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,0.3,2,1000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-1.4,38.7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,CR,TRUE,FALSE,FALSE,FALSE,TRUE,O
Cyprinodon elegans,http://www.fishtraits.info/,freshwater,North America,Comanche Springs pupfish,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,0.5,1.5,1000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,35.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,EN,TRUE,FALSE,FALSE,TRUE,TRUE,O
Cyprinodon eremus,fishbase,freshwater,North America,Sonoyta pupfish,,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,4,NA,3,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,NA,NA,EN,TRUE,FALSE,FALSE,TRUE,TRUE,O
Cyprinodon eximius,http://www.fishtraits.info/,freshwater,North America,Conchos pupfish,Devils River pupfish,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4.6,0.08,1,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,LC,TRUE,FALSE,FALSE,FALSE,FALSE,O
Cyprinodon macularis,http://www.fishtraits.info/,freshwater,North America,desert pupfish,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7.2,0.5,2,1000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3.8,41.5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,VU,TRUE,FALSE,TRUE,TRUE,FALSE,O
Cyprinodon macularius,http://www.fishtraits.info/,freshwater,North America,desert pupfish,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,7.2,0.5,2,1000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3.8,41.5,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,VU,TRUE,FALSE,TRUE,TRUE,FALSE,O
Cyprinodon nevadensis,http://www.fishtraits.info/,freshwater,North America,Amargosa pupfish,Saratoga Springs pupfish,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6.5,0.5,1.5,1500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.1,37.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,VU,TRUE,FALSE,FALSE,FALSE,TRUE,O
Cyprinodon nevadensis amargosae,http://www.fishtraits.info/,freshwater,North America,Amargosa pupfish,Saratoga Springs pupfish,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6.5,0.5,1.5,1500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-0.1,37.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,VU,TRUE,FALSE,FALSE,FALSE,TRUE,O
Cyprinodon pecosensis,http://www.fishtraits.info/,freshwater,North America,Pecos pupfish,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5,0.5,3,1000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-2.4,35.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,VU,TRUE,FALSE,FALSE,TRUE,FALSE,O
Cyprinodon pisterti,http://www.fishtraits.info/,freshwater,North America,Palomas pupfish,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.3,0.5,3,1000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Cyprinodon radiosus,http://www.fishtraits.info/,freshwater,North America,Owens pupfish,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6.5,0.5,2,1500,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.6,41.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,EN,TRUE,FALSE,FALSE,TRUE,TRUE,O
Cyprinodon salinus,http://www.fishtraits.info/,freshwater,North America,Salt Creek pupfish,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6.3,0.3,2,1000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4.5,46.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,EN,FALSE,FALSE,FALSE,FALSE,TRUE,O
Cyprinodon salvadori,fishbase,freshwater,North America,Bocochi pupfish,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,NA,NA,NT,TRUE,FALSE,FALSE,TRUE,TRUE,O
Cyprinodon variegatus,http://www.fishtraits.info/,"marine, freshwater",North America,sheepshead minnow,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,9,1,3,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Cyprinus carpio,http://www.fishtraits.info/,"freshwater, brackish","Europe, Asia, introduced cosmopolitan",common carp,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,120,2,17,2000000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,CR,NA,NA,NA,NA,NA,O
Dasyatis sabina,,estuaries,North America,Atlantic stingray,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,61,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,NA,TRUE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Dionda argentosa,fishbase,freshwater,North America,Manantial roundnose minnow,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,FALSE,TRUE,TRUE,FALSE,EN,TRUE,FALSE,FALSE,TRUE,TRUE,O
Dionda couchi,fishbase,freshwater,North America,Spotted minnow,,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DD,NA,NA,NA,NA,NA,NA
Dionda diaboli,http://www.fishtraits.info/,freshwater,North America,Devils river minnow,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6.4,1.5,3.5,1000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,35.4,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,EN,TRUE,FALSE,TRUE,FALSE,TRUE,O
Dionda episcopa,http://www.fishtraits.info/,freshwater,North America,roundnose minnow,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7.7,1.5,3.5,1000,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,35.5,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Dionda rasconis,fishbase,freshwater,North America,Blackstripe minnow,,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,EN,FALSE,FALSE,FALSE,TRUE,TRUE,O
Dormitator maculatus,fishbase.de,freshwater,North to South America,Fat sleeper,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,70,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Dorosoma cepedianum,http://www.fishtraits.info/,"freshwater, marine, brackish","North Atlantic, North America",gizzard shad,,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,60,2,6,543910,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,-6.8,32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Dorosoma smithi,fishbase,freshwater,North America,Pacific gizzard shad,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,NA,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Drombus triangularis,fishbase.se,amphidromous ,Indo-Pacific,Brown drombus,,FALSE,TRUE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,NA,NA,NA,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Edelia vittata,,freshwater,Australia,Western pygmy perch,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,1,5,793,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,VU,TRUE,FALSE,TRUE,TRUE,FALSE,O
Eleotris picta,fishbase,freshwater,North America,Spotted sleeper,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,,,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
Empetrichthys latos,http://www.fishtraits.info/,freshwater,North America,Pahrump poolfish,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,6,1,3,300,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,CR,TRUE,FALSE,FALSE,TRUE,TRUE,O
Empetrichthys latos latos,http://www.fishtraits.info/,freshwater,North America,Pahrump poolfish,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,6,1,3,300,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,CR,TRUE,FALSE,FALSE,TRUE,TRUE,O
Empetrichthys merriami,http://www.fishtraits.info/,freshwater,North America,Ash Meadows poolfish,Ash Meadows killifish,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,-1.2,38.3,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,EX,TRUE,FALSE,FALSE,TRUE,TRUE,C
Eremichthys acros,http://www.fishtraits.info/,freshwater,North America,desert dace,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,7.7,1.5,3,800,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,-5.6,31.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,VU,TRUE,FALSE,FALSE,TRUE,TRUE,O
Esox lucius,http://www.fishtraits.info/,freshwater,North America,northern pike,,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,150,2,30,600000,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,LC,FALSE,FALSE,FALSE,FALSE,FALSE,O
